vote_average revenue
6.1 346594
5.4 0
5.5 0
7.2 0
6.1 0
5.6 0
5.1 0
6 0
4.5 18000
7.6 0
3.6 0
6 0
6.5 0
7 0
2.7 0
5.9 20529194
5 0
7.1 0
7.7 4790751
6.2 850994
6.6 0
6.5 16504936
4.7 0
7 0
7.3 0
5.1 0
5.8 0
7.3 0
5.8 15134293
7 0
5.6 33583175
5.3 539957
6.3 42145
5.8 0
7.1 0
6 0
7.6 0
6.1 0
5.4 0
5.7 0
4.8 0
4.8 0
7.3 0
7.1 338987
5.9 21409028
6.3 0
5.5 0
5.3 0
7.2 1000000
5.1 0
6.9 8454301
5.7 693181
5.9 0
6 74901339
4.8 0
5.3 0
5.1 0
6.3 0
5.9 1163967
6.2 55125
6.7 0
5.9 0
7 0
5.1 0
6.4 3045943
4.7 39340177
6 1083683
5.8 0
3.3 0
5.1 52604
5.5 0
7.8 0
5 0
3.3 0
6.3 0
4.1 0
6 0
4.9 4634062
7.7 0
6.4 0
3.2 0
5.8 0
7.1 0
3.9 0
6.8 617000
6.7 103735
5.8 0
5.7 3878993
6.4 215576
7.1 0
5.8 0
5.9 0
5.7 0
4.2 0
6.2 33245
6 0
3.5 0
8 0
5.7 0
4.5 0
7.1 1422910
6.4 11087569
6.5 0
6 4349187
4.8 0
5.9 63931
6.4 0
5 0
5.3 0
4.2 10
6 0
5.9 55089
7 4270000
6.3 0
7.6 0
2.5 0
5.4 0
5.3 0
5.5 0
6.8 0
6.4 0
7.7 0
6 178174
5.2 0
6.5 0
7.7 0
8.8 0
7.3 0
5.2 0
6.2 0
4.9 1279
4.9 0
7.8 187716
7 0
5.9 453079
2.7 0
6.2 0
2.4 0
7 0
3.7 0
4.8 123820
5.2 0
5.1 0
6.5 0
6.2 0
5.2 0
5.5 0
6 0
4.4 0
6.9 0
5.1 0
5.8 0
7.3 37000000
5.4 0
5.9 0
2.4 0
6 0
6.9 0
7.1 951179
4.3 0
6.2 3218666
5.8 0
5.5 0
5.8 0
5.5 0
5 0
6.8 0
7.5 0
4.9 10967
4.8 0
8.3 0
6.6 0
7.3 0
6.6 0
6.3 876302
6.3 0
5.7 22270
7.6 0
5.2 0
6.5 0
6.7 0
5.3 0
2.8 0
6.7 0
5.9 0
7.2 0
6 0
6.2 0
3.8 0
5.7 0
6.3 0
8.4 0
5.8 14870
6.1 0
6.6 0
6 60072596
5.7 0
6 0
4.8 0
6.1 0
5.8 296221663
4.9 0
5 0
5.9 0
5 0
5.3 0
6 0
6.2 0
7.2 0
5.2 0
6.7 0
3.5 0
4.9 0
4.8 0
6.4 0
5.6 0
4.8 1068682
6.6 0
6.5 0
7.8 0
4.1 0
5.4 0
6.1 0
6 427628
7 0
7.2 0
7.5 0
5.8 0
5.1 0
4.9 0
2.1 0
7.7 0
5.5 5980
7.7 0
5.2 0
4.9 5000000
5 0
5.1 0
7 0
5.5 0
6.7 0
3.9 0
4.4 0
6.9 0
6.6 60251371
6.5 0
8.1 1339650
7.3 0
6.6 0
6.3 0
7.1 0
7.9 0
6.4 0
4.1 0
8.4 0
7.3 43
6.1 35456
4.7 0
8.6 0
7.4 0
6 0
4.7 0
7.6 0
6.4 0
6.5 0
6.4 0
8.1 100853753
7.8 463517383
7.7 356296601
6.3 924317558
6.3 415885488
8 284600000
7.5 672806292
6 361832400
6.5 75902208
6.7 206071502
6.9 0
6.4 235483004
5.9 212404396
7.2 485015179
7.2 53478166
6.8 363889678
6 310940086
7 11540607
7.1 60289912
6.6 90683916
6.8 162091208
7.1 22863596
6.3 176885658
5.6 300135367
6.5 151493655
5.2 222104681
6.2 61698899
5.4 211989043
6.6 88545092
7.5 23159305
5.5 73648228
7 0
6.5 161626121
5.7 309457509
5.6 103166989
6.1 177841558
7.1 30471
7.3 12827813
7 10409377
6.7 93700000
6.3 248000000
6.2 58401898
7.3 73956241
6.5 18564088
6.2 234801895
6.5 0
6 96618699
6.6 30652890
7.5 0
6.6 0
5.3 91188905
5.2 93888180
6.2 40263020
5.4 0
5.7 118880016
5.9 149705852
5.8 50041732
6.3 21133087
6.5 0
4.3 0
7.3 48451803
4.5 36911617
4.9 14010690
6.9 128798265
5.3 56870414
6.4 4217115
5.4 29762011
7 0
6.9 90874570
6.9 28451622
5.7 84565230
6.3 0
7.2 0
6.3 108000000
6.6 47434430
6.3 13000000
5.5 0
5.6 40846082
4.5 0
5.7 0
6.1 0
6.7 124305181
5.3 74608570
6.6 2856712
6.1 10827816
6 117758500
5.1 17762705
6.9 0
4.7 5241315
6.1 0
5 0
6.1 15156200
6.3 0
6.4 0
5.4 0
4.5 10667893
5 0
3.6 0
6 0
5.8 0
5.5 0
4.4 0
5.4 11263966
4.8 0
6.6 73345029
5.9 18653615
5.4 19598588
5.2 36850101
5.6 0
6.6 3193102
7 13
5.9 58900031
5.9 17843379
3.8 0
6.1 0
5.7 16290976
7.3 0
6.4 18535191
6 0
6.1 0
5.3 65535067
6 0
6.1 4152230
6.8 100230832
5.8 28121100
5.2 0
6.8 4000000
6.5 14011454
6 0
5.3 8946237
5.8 0
6.5 0
5.7 0
5.8 0
4.1 0
7.4 0
6.4 0
6 0
4.8 0
6.1 0
6.6 0
6.2 10571408
6.5 0
6.5 0
7.8 34573780
6.2 4398989
6.7 14859394
5.8 0
5.4 0
7.1 0
6.3 0
5.8 8888143
4.5 13260050
6.3 0
7.6 25059640
6.5 0
6.5 6852450
6.6 0
5.2 29000000
6.2 0
7.5 0
5.3 0
6.1 66976317
5.9 0
5.9 0
4.7 0
5.9 0
4.5 1531251
5.3 8434146
5.6 0
6.4 0
5.3 1943649
5.2 0
7.1 0
5.6 0
6.6 635096
5.8 0
5.6 3076820
4.2 0
6.5 0
5.7 27500000
6.2 4488529
4.7 12000000
6.8 0
6.4 0
6.1 0
6.3 0
5.6 7292175
6.1 0
6.6 0
3.4 0
4.8 0
4.7 0
4.6 239894
6.8 0
6.8 0
4.9 0
3.5 0
5.4 0
7.2 0
7.4 0
6.5 2049595
3.8 36450736
4.5 0
5.9 0
7.3 0
6.4 0
5.5 0
6.5 28200000
4.8 100
7.4 0
4.9 0
4.2 0
5.5 0
5.6 0
5.7 21001563
4.7 0
6.9 0
5.2 0
6.9 0
6.8 0
5.2 0
5.9 0
7 0
7.8 871368364
7.2 976475550
7.4 20117339
7.5 1270522
7.3 562816256
6.6 235926552
7.1 484409218
6.5 281929795
7 450717150
6.6 449220945
5.8 433013274
6.5 186053725
5.6 274703340
7.5 313542341
5.9 287553595
6.3 165335153
7.2 179213434
5.5 362211740
7.3 71441250
7.3 83282296
7.1 96976270
7.1 172989651
6.1 141774679
6.5 117487473
6.1 60780981
5.3 66468332
5.5 141220678
6.5 347325802
7.2 104876233
7.1 209947037
5.5 80936232
6.3 33788161
6.6 77516304
5 93375151
6.3 203388341
6.8 0
6.3 64437847
6.5 143049560
6 147080413
5.5 141069860
6.5 0
5.8 0
5.6 17833000
5.6 85131830
7.2 3176880
5.8 35402320
4.9 176104344
5.9 91753202
6 59217789
5.8 0
5.4 0
6.4 74558115
7.1 27642707
5.8 105178561
6.7 18492362
5.4 94728529
5.9 85498534
6.6 87754044
4.3 16000000
5.7 147845033
6.2 36642838
7.2 40270895
6.2 0
4.8 0
5.2 0
5.5 0
5.9 16991902
6.4 0
7 50315140
6 0
5.4 637769
6.1 100020092
5.2 0
4.8 39438674
6.8 13110448
6.4 0
5.6 29700000
7 0
6.3 0
6.3 24185781
6.9 0
5.3 23619609
5.7 56359980
5.8 16017403
6.4 40222729
5.4 98376292
5.6 0
5.6 0
6.7 87713825
8 125000000
6 373967
6.6 71069884
6.4 44909486
5.5 30987695
6.1 0
5 79958599
5.7 28008462
6.5 65754228
6.5 31155435
4.7 0
4.8 23430766
6.6 0
6.5 37317558
5.4 18720175
6 0
6.6 490475
4.1 0
5.1 0
7.3 4099000
4.6 14010832
5.2 19351569
6.1 0
6.4 35743308
4.5 0
5.6 13596911
7.1 0
5.5 0
6.6 0
5.3 10424470
5.9 15705007
6.4 207283925
5.7 705308
6.4 91038276
5.3 0
6.3 480811
4 0
5.6 0
5.5 147934180
6.1 29400000
7.2 0
6.1 0
6.1 67631903
4.5 84772742
5.7 12000000
6.5 0
4.7 0
6.6 16929123
6 0
4.5 0
4.8 54744738
6.1 14782676
6.5 0
6.3 0
5.7 0
5.8 13678913
6.3 351692268
5.4 54249294
6.5 0
6.1 0
6.5 44460850
7 0
5.9 0
5.6 0
4.7 0
6.2 0
5.6 0
5.6 0
5.4 0
5.4 741394
4.4 0
4.8 19693891
6.5 295206
4.9 0
3.6 0
6.5 0
5.9 0
6 0
6.8 416925
5.3 17292381
4 5409517
4.8 0
5.8 0
6.3 4186931
5.8 0
6.2 0
5.8 0
6.5 0
4.4 23978402
5.5 0
6.3 0
5.6 0
5.7 0
6 0
5.4 0
5.7 0
5.8 0
6.7 0
5.6 368780809
5.6 0
5.2 0
5.6 62112895
4.5 0
3.8 0
5.7 0
6.7 0
4.3 0
3.9 0
5.4 0
4.7 0
5.9 10013424
7.5 0
4.2 0
7.1 0
5.1 27053815
5.7 3646994
4.6 0
6 0
5.2 1667192
5.1 0
4.6 0
6.9 0
6.3 0
5.9 2025238
5.4 13276953
5.7 0
6 0
4 7316658
6.7 0
5.9 0
5.6 0
7.2 0
5.6 10229331
3.7 163169
5.8 5476060
4.5 0
6.1 0
6.1 0
6 0
4.3 0
5.6 0
4 0
6.8 0
7.4 29381649
6.4 0
6.6 0
5.5 0
5.3 0
5.7 0
5.8 0
7.1 0
6.4 0
5.5 0
8.1 1001921825
7.6 521311860
7.3 585174222
7.2 226830568
5.6 786636033
5.8 392616625
6 586090727
6.8 631744560
5.9 18755936
6.2 609841637
7.2 333932083
5.1 401128639
6.1 163712074
7.6 269958228
6.1 603900354
6.4 160388063
5.9 222231186
5.7 101702060
6.3 258270008
6.7 0
7.5 377910544
5.9 108979549
6.6 200276000
5.2 266000000
6 624029371
7.2 42000000
5.8 170000000
6.1 419651413
6.4 188072649
6.2 178066569
7.6 20416563
6.2 113244290
5.9 73762516
6.4 150816700
5.1 233093859
4.3 0
7.4 168167691
6.4 170764026
6.3 309979994
6.3 105173115
6.3 49554002
6.3 225990978
6.8 244082376
6.5 113280098
6.3 163720069
6.1 160259319
5.8 57490374
6.5 69823199
6.4 64822796
6.6 128107642
6.5 55447968
5.3 111231041
6.5 41627431
6.6 101624843
7 44703995
5.8 212874442
5.5 10089373
5.3 85416905
6 72436439
6.2 151161491
6 42105111
5.9 230685453
6.3 92380927
4.3 0
6.8 0
6.1 0
7.1 0
5.4 72108608
5.6 0
7.3 32002538
7.1 113020255
6.2 162839667
6 43493123
5.2 22707064
6.3 0
6.9 0
4.6 0
6.4 0
6.2 65569869
6.4 32973937
5.3 163733697
6.2 0
6.8 8900000
5.6 70442940
8 0
6 68282844
5.9 113857533
4.5 41819064
5.6 93945766
6.7 96408652
6.2 297138014
6.6 0
5.9 18130888
6.2 127906624
6.5 0
7.9 0
5.8 73174566
6.3 5926410
6.2 23530831
5.6 201596308
6.6 51155219
5.1 2434658
5.8 32483410
5.5 0
6.4 0
5.9 82391145
6.6 0
7.1 54586584
6 7033683
5.4 68369434
6.7 50907234
6.1 0
7 0
6.1 17869048
5.8 84601681
6.3 0
5.9 558000
5.8 17741298
6.8 25739015
5.6 56309766
6.3 14894347
5 42487390
4 84646831
6.1 11207130
5.3 0
7.4 0
6.2 0
6.3 19844979
4.6 39031337
6.4 204660
6.1 186702
6.8 3983997
6.2 20211394
4.3 382174
4.8 163403799
5.8 22211426
5.7 7070330
5.4 0
6.9 0
7.7 11125849
6.9 0
4.9 0
6.1 415252786
5.4 8762890
5.4 0
5.7 50877145
4.4 0
4.9 0
4.9 25871834
7.2 38105395
5.8 0
5.1 1143856
5.1 149281606
6.7 0
6.5 75225693
6.1 0
6.2 16174377
6.8 0
6.6 0
5.1 0
5.8 0
6.1 0
7.1 2724474
6 0
6 0
4.9 0
6.9 0
6.2 8936663
6.4 16051363
6.3 31148328
6 124191
6.2 0
5 69497
5.8 63833449
6.2 0
4.8 6230276
8 0
6.2 0
6 13204291
5.4 0
5.1 68397662
6.8 5530764
5.1 50650079
5.6 0
5.3 40855419
5.9 240476
6.3 5231128
5.9 0
4.8 0
4.9 0
6.5 0
5.3 367638
6.2 0
6 0
5.9 0
6.6 0
6.4 0
5.6 0
6.4 0
6.8 0
6.5 3148182
5.5 2000000
6 44352417
7.1 9793496
4.6 6575282
6 1115493
4.6 50007546
5.1 22896728
5 0
6 2960993
6.7 38135878
4.9 0
5.7 84375061
5.2 0
5.1 63800345
5.3 0
5.8 27640028
6 0
6.9 0
6.2 0
5.7 0
6 0
6.5 0
4.7 0
4.4 0
5.7 0
4.6 0
4.1 0
7 4496912
2.9 0
5.8 0
6.3 3800000
6.2 0
6.1 0
3.1 0
7.8 13000000
5.1 14796236
3.1 0
7.1 0
6.1 3830137
4.4 0
5.5 1296184
6.3 2899975
5.1 6673422
5.7 194287
7 44872
5.7 0
6.6 0
5.5 0
6.2 0
5.7 0
6.2 0
5.2 38804615
5.6 0
6.9 0
5.2 0
6.4 41939392
2.6 0
6.2 69564
3.3 14109284
7.6 2957978
6 0
6.3 9323833
5.1 0
7.2 0
5.4 0
6.6 0
5 0
5.3 36620508
6.3 23550000
6.5 0
3.6 0
5.7 3533227
6.5 188126
5.1 2033165
5.6 0
6.5 0
6.4 0
4.4 0
6.9 0
5.3 0
4.7 0
6.9 0
5.7 17600000
6.7 1107542
5.5 0
6.5 0
5.2 0
6.3 0
6.1 0
5.4 0
5.9 0
5.7 0
6.5 0
6.1 0
4.7 0
6.8 0
5.8 1829917
7.3 0
6.9 0
5.6 165888
5.6 29506464
5.4 0
6.3 0
6 0
7.5 33456317
6.2 0
7.8 0
5.5 10569964
5.8 0
7.4 0
6 0
6.4 0
5.4 0
4.2 0
6.4 0
6.5 0
6.6 0
5.5 100076342
4.7 0
4.9 0
5.2 0
6.1 0
5.4 30000000
3.4 0
6.1 0
6.1 0
6.3 0
5.3 33472850
4.8 0
5.8 14879423
6 17286299
6.4 0
5.8 0
4 0
5 0
5.3 0
6.4 0
5.7 0
4.9 0
6.8 530048
3.5 0
4.7 391410
6.6 0
5 0
6.8 0
4.5 0
7.2 0
4.7 0
8.5 0
6.1 43650785
5.4 0
6.6 0
4.5 0
5.3 0
6.9 414404
6.5 0
6.4 0
4.9 0
7 0
6.9 76000000
5.4 0
5.9 0
7.3 0
7.7 3
5.4 0
6.1 0
5.6 0
6.4 11100000
5.8 0
3.2 0
8 0
5.3 0
4 0
5.4 0
6.2 0
5.1 0
6 0
6.3 0
7.8 0
5.2 0
4.5 0
6.4 4040588
5.4 0
4.7 0
7.1 0
5.8 0
5.4 0
4.1 0
5 11295
5.3 850575
6.2 0
4 0
6.2 0
6.4 0
7.1 0
4.9 0
7.1 1300000
5.9 0
4.8 0
6.9 0
5.8 11000000
7.2 0
5.9 900689
6.1 0
6.8 0
5.1 0
5 0
5.1 9
5.7 0
6.9 0
6.3 0
5.7 0
6.9 0
6.8 0
6.8 0
5.8 107559
7.5 0
5.1 0
7 0
3.2 0
6.6 317000
4.4 0
6 0
5.6 0
6.3 0
4.6 0
6.3 0
5.4 0
6.8 307811
6.9 0
6.5 0
5.1 0
7.3 23311391
5.7 0
8.3 0
4.2 15500000
4.6 0
5.3 0
5.5 0
4.1 0
5 0
3.5 0
4.6 0
6.4 0
4.6 0
6.3 0
5.3 0
5.8 0
7.8 0
5.8 0
5.5 0
5.6 0
5.4 119563
5.3 0
6.4 0
6.4 0
7.4 0
6.1 0
5 0
4.9 0
5.2 0
5.7 0
6.3 0
7 0
4.5 7700000
6.3 0
6.8 0
3.7 0
5.9 0
7 0
4.7 0
5.5 0
5.8 0
6.6 0
7.1 0
7.1 0
7.3 0
6 0
6.8 0
6.2 0
6.6 0
8 0
6.9 0
4.7 0
6.3 0
7 0
6.7 0
4.5 0
7.1 0
8.4 0
6.4 887029
5.9 0
4.5 0
6.1 0
5.3 0
5.9 0
6.5 370569774
7.3 76175166
7.7 1327817822
6.3 1021683000
6.9 482860185
6.5 444115007
6.6 173930596
5.3 28931401
6.3 51070807
7 147332697
6.7 694713380
6.9 142851197
7.1 232617430
7 161849455
6.6 665692281
6.3 214918407
6.4 117000000
6.5 299268508
6.5 150483765
5.4 216197492
6.9 334615000
5.8 559852396
5.1 219851172
6.1 254455986
6.1 147780440
6.6 371940071
6.5 288383523
5.4 83160734
6.6 260095987
5.9 89792502
5.5 89162162
5.8 712171856
6.9 17693675
6.1 0
5.7 187361754
6.5 54674226
6 144492830
6.5 484635760
7.2 133432856
5.4 169852759
5.4 174822325
6.5 0
6.9 177584879
6.8 39187783
6.5 245724603
5.9 75450437
6.8 185770160
6.9 85412898
4.7 149217355
6.9 59389433
6 57777106
5.7 96047633
6.8 14460000
5.5 132274484
6.5 0
6.2 1749457
5.1 0
7.2 151119219
5.3 78309131
6.6 0
5.2 22939027
7.6 23057115
5.5 82087155
6.4 130786397
6.4 127869379
5.6 226904017
6.4 3542353
5.6 36160375
6.4 97552050
4.9 0
6.2 88025781
6.5 60965854
5.5 202466756
5.9 157887643
6.4 2527904
4.2 149673788
6.2 30426096
5.2 88100000
6.7 35057696
4.9 0
6.4 120081841
5.6 201146
4.7 64626786
7.6 124272124
6.3 77278331
6.9 110206216
7.3 6038942
5.5 40492759
6.9 554987477
6.5 0
5.4 227817248
6 59901913
5.2 48795021
6.1 0
6 160078586
6.1 135458097
6.6 0
5.4 7448385
6 43165571
6 35387212
6 28128670
5.8 152930623
5.6 142044638
5.1 26121638
6.9 0
7.9 0
6 0
5.8 0
4.9 25562924
6.1 24922237
5.8 150406466
6 97138686
5.5 38992758
6.4 3964682
6.4 72417394
6.8 0
7 55247881
3.9 0
5.5 342695435
6 970816
5.3 10324441
6.8 136836156
5.5 563749323
6.7 908000
6.5 63782078
7 15699707
6.6 68945
5.7 29007412
5.4 0
7.4 864659
6.1 3142154
6.6 19504039
5.7 189712432
6 741875
5.7 6861102
6.6 177243185
5.4 183953723
5.5 24000000
5.9 0
6.6 19560274
5.1 0
5.7 17273593
5.7 610986
6.5 63543328
6.2 1296937
5.3 9612469
6.9 27603069
6.8 1776935
6.4 75993061
5 12000000
6.1 1123746996
6 205703818
5.2 0
5.2 67112664
6.3 6928068
6.5 9504139
5 0
6.6 14347000
6.1 25345000
6.4 165184237
4.5 85564310
6.5 120000
4.8 0
6 0
6.9 34710627
5.9 12355798
5.4 0
5.3 45735397
5.9 0
5.7 0
6.2 0
5.9 27122040
5.4 34942188
7.5 42070
6.1 0
5.8 868439
7.9 0
5.9 175706
4.6 0
6 0
5.1 0
5.2 78396
6.3 163265
4.1 0
6.5 0
5.7 1072602
5.8 84606030
5.7 108609310
7 0
5.2 30551495
5.9 27462041
6.9 47088990
5.5 40547440
6.2 209696
4.9 13521829
7.1 72689
5.1 0
6.9 0
7.1 0
5.2 0
5.7 0
5.9 17479
4 0
5.8 0
6.7 114156230
5.9 38502340
6.6 1759252
4.4 0
4.1 0
5.3 1378
6.7 0
5.2 972512
6.6 3538446
6.9 3099314
5.8 10130000
7.1 22321
6.3 8452
7.2 14624826
5.8 0
5.8 0
6.3 0
6.2 0
5.3 0
6.7 34522221
6.1 0
5.7 0
5.6 5446000
5.7 0
5.4 0
6.3 3665069
6.8 0
5 0
5.4 83615414
6 0
2.9 0
6.5 0
5.2 2500000
6.2 0
6.6 95404397
5 0
5.1 0
6.3 34564651
7.3 0
6.4 33662874
5.6 0
5.9 0
4.4 0
7.1 626137675
5.9 0
5.9 3358
5.6 0
6.6 303877
6.7 0
6.1 355688
5 0
6.3 0
6.3 37710610
6.5 0
6.8 0
5.2 13101672
6.8 1188194
5.3 0
6.9 0
5.4 0
5.6 100915
5.7 0
7 15240456
6.3 3200000
4.8 0
5 0
5.9 17425000
6.8 10654385
4.9 0
4.9 0
4 0
4.4 0
5.6 0
5.9 46495
6.7 623528
6.8 0
5.5 0
6.3 0
5.9 3696232
4.3 0
6.7 0
5.3 0
5.6 0
5.2 30905
6.7 144633
6.2 114956699
5.8 0
4.6 0
5.8 1104682
7.1 0
6.3 5728213
4.7 0
6.8 122550
7.5 0
7.4 0
5.1 0
4.2 17801
6 0
7.3 253899
4.9 0
3.5 0
5.7 12186625
5.7 0
6.7 664747
5.1 10126458
5.4 0
7.2 0
6.9 0
5.7 0
5.8 672648
6.9 53213633
6.2 0
5.5 0
5.2 0
8.5 0
4.8 4627375
5 3838
6.1 0
5.3 0
5.7 0
3.9 0
4.5 0
6.3 11790979
4.4 0
6.8 0
4.5 0
7.3 0
4.5 0
4.8 0
5.6 0
3.6 0
3.5 0
7.6 0
6.3 0
4 0
6.1 0
3.7 0
4.4 0
7.5 0
4.6 0
5 0
6.1 5634828
7.9 0
5.5 0
5.9 957240
6.6 5576725
4.7 0
6.3 0
5.5 0
6.1 0
5.9 0
6.4 0
6.9 0
4 0
6.7 0
5.8 0
6.4 1406224
4.4 1332231
5.9 0
6.2 0
5.7 0
7.7 0
5 0
6.8 0
7 3759582
5.5 0
6.6 0
4.8 0
6.5 0
6.9 0
3.5 0
5.7 0
6.2 0
4.3 0
3.3 0
6.3 0
4.8 5206
4.9 0
5.8 0
7.4 469947
4.3 0
6.6 0
5.9 171760
7.2 0
6 0
6.1 0
5.7 0
5 0
5.4 0
6.5 0
5.3 98441954
4.7 0
6.9 0
5.6 0
5.6 0
5.5 0
6.6 0
7.2 7732325
7.3 0
4.8 0
5.8 0
6.2 0
7.6 0
6.5 0
7.1 0
6.2 0
4.9 0
5.6 0
5.4 0
6.7 101236
5.9 4417580
6.7 0
5.6 22000
6.6 0
7.2 0
5.5 1126525
5.7 0
6.3 0
5.2 0
6.6 0
7.2 0
7.3 0
7.3 225861
6.3 0
5.1 0
7 344420111
3 0
4.6 0
7.3 0
6.7 0
5.9 790421
5.9 0
6.7 0
5.5 0
6.1 0
4 0
4.3 0
4 0
7.8 2550508
4.3 0
6.8 0
6 0
7.9 1000000
6.5 0
5.1 366377
 0
 
2.1 0
5.8 0
5.3 0
5.1 0
8.1 0
5.2 0
3.3 0
6.1 0
7.2 429766
4.1 0
6.3 18663238
4.2 0
4.3 0
8 0
2.8 0
5.7 0
7.1 0
5.2 0
5.7 223959
5.3 0
6.9 0
6.9 0
4.5 0
6.3 3100000
7.8 0
5.6 0
6.5 0
4.4 0
5.2 0
5.4 0
4.3 0
5.9 15
7.6 0
5.7 0
4.9 0
5.2 0
5.8 0
6 0
7.8 0
6.9 0
5.7 0
4.7 0
7.2 286201
4.8 0
7.2 0
 0
 
 
7.1 0
6.2 0
5.3 0
6.9 0
7.6 0
5.1 0
4.1 0
4.7 0
7.4 0
5.2 0
6.4 621951
6 0
7.2 0
7.1 0
6.7 5355847
7.2 0
4.6 0
3.8 0
6.6 0
5.2 0
4 0
6.3 0
4.9 0
6.7 0
6.4 0
7.2 0
9.2 0
6.7 0
6.9 0
6.9 0
7.6 0
7.4 0
6.4 0
6.2 0
8.1 0
7.2 0
6.6 0
7.3 0
7.9 0
6.4 0
6.4 0
5.9 0
6.6 0
7.8 926287400
7.2 876688482
6.9 383257136
7.1 214034224
6.3 102441078
6.6 821708551
6.4 649398328
7.6 352114312
5.9 441818803
7.9 120072577
6.9 358372926
6.9 145771527
6.5 43928932
5.7 277448382
7 109578115
5.8 431971116
6.9 82719885
5.7 154906693
6.1 155010032
6.9 193772504
6.4 196397415
5.4 169956806
5.9 38275483
6.7 215000000
5.7 171269535
6 76578641
5.6 0
5.8 93354918
6.3 408247917
6.4 249348933
4.3 0
7.3 41227069
6.1 368744044
6.4 129000000
5.2 0
5.5 78382433
6.5 97837138
6.1 67312826
6.9 5359645
5.8 16856124
6.7 108846072
7.1 181001478
5.9 296633907
5.4 172855065
6.6 113714830
5.2 68349884
5.3 275650703
5.3 0
7.1 122563539
5.8 6416302
6.7 9304609
5.2 165333180
5.2 33561137
7.2 35564473
6.9 13060843
5.4 447741
5.5 0
5.7 193
5.8 0
6.5 114660784
6.2 64282312
5.5 35081550
7.3 56298474
6.1 56714147
7.2 32801173
6 180622424
6.2 75781642
6.7 9237470
5.6 123729176
6.3 12398628
5.4 68696770
5.1 0
5.9 77628265
7.1 102244770
7.4 0
5.3 0
6.5 0
6.4 119137784
5.7 94935764
6.9 17000000
6 35168966
5.6 0
5.4 0
5.4 0
5.2 45479110
5.2 119723358
6 0
6.3 51801187
6.5 33526835
6.2 109862682
6.3 0
5.6 16872671
5.7 6413915
5.4 0
6.7 0
6.5 306776732
6.4 52223306
6.1 16838910
5.5 23833131
5.7 22433915
6 0
5.5 0
5.9 43061982
5.2 77741732
5.3 19576023
6 63781810
6.6 10011050
5.7 32287044
6.7 105834556
5.6 51842679
5.7 26199517
5.8 30002758
5.3 0
6.4 29882645
5.6 27674124
6.2 0
7 20957001
5.8 0
5.9 55157539
5.6 0
5.3 0
6.4 29027914
6 75597042
5.5 65977295
5.6 0
6.4 33013805
6.1 0
6.2 0
5.1 0
5.6 0
6.8 0
4.8 19924033
5.8 0
5.8 6916869
3.5 0
6.2 0
6.5 0
4.5 38793283
4.6 37664855
6.8 676698
6.7 0
5.5 0
5.7 52970014
7.1 75395048
6.2 12633747
6.1 0
3.4 0
4.4 0
6 0
5.8 0
6.5 0
7.2 27362712
5.9 0
5.3 0
6.6 23367586
5.8 0
6.6 0
6.3 0
5.1 0
6.5 4777465
5.6 0
4.7 598645
6.7 0
4.5 8586376
7.4 0
5.9 150277
5.1 61141030
4.6 7103973
6 0
4.9 10719357
6.9 0
5 0
4.7 13102295
5.9 0
6 0
5.3 0
6.5 209196298
5.4 0
5.1 16930185
6.3 773228
6.7 0
6.2 52322400
7.2 0
6.3 57588485
6.8 0
5.6 0
5.9 0
6.7 0
6.1 0
5.5 0
5.5 0
6.5 0
7.3 0
4.5 0
6.2 0
6.7 0
6 0
7.1 0
4.8 0
4.7 0
6 0
4.8 0
6.4 25482931
5 0
3.3 18902015
4.4 0
4.7 0
5.9 0
5.9 2062066
5.6 11411644
5.7 0
6.4 0
6.6 10113733
5.7 0
6.9 0
4.4 0
6 13308
4.7 2506446
5.3 0
5.2 33082548
5.9 0
6.2 8493890
5.2 0
 0
 
5.3 0
5.6 0
5.1 0
7.5 0
4.2 0
6.7 0
5.4 41604473
5.5 0
6 605562
6 0
5.1 0
6.6 0
7 0
7 0
5.5 0
5.8 0
6.2 0
7.6 217201
5.6 0
6.2 0
6.5 0
7.1 1260761
6.5 146402
6.8 0
5.2 0
6.2 0
4.1 0
5.3 0
6.5 0
8.3 0
4.1 0
5.8 0
5.3 0
6.2 0
7 0
7.2 0
6.1 0
4.3 0
5.7 0
6.8 0
6.3 0
7.4 1434436
8.1 213928762
8.4 28341469
8.1 677945399
7.7 788241776
6.6 350448145
6.5 247275374
6.1 51132598
7 223664608
5.8 0
6.6 378882411
6.5 351583407
6.3 0
6.7 196567262
6.1 215887717
6.8 50282766
7.2 3151130
5.6 119208989
6.3 189833357
7.1 160638883
5.6 30156002
6.5 254700832
6.7 0
5.9 45610410
6.2 117615211
7.2 94000000
5.3 0
5 341631208
6.4 46264384
6.3 120000000
6.3 107217396
6.5 0
4.4 126247
5.8 214015089
4.7 37000000
6.4 18090181
5.3 48063435
6.6 3049135
6.6 9771658
6.5 13670688
4.8 15826984
5.7 0
6 0
5.6 19726050
7.1 5887457
5.3 101646581
6.3 25052000
6.1 0
6.8 0
6.9 0
6.5 0
4.8 16478900
6.9 0
6.5 15119639
4.1 99423521
5.5 170362582
6.7 0
6.3 11373501
4.3 36800000
4.6 49000000
4.6 1596687
6.4 0
6.6 0
4.8 0
5.8 112006296
5.7 24332324
7.3 29392418
5 0
6 11300653
5.8 8009329
7 0
6.5 20079850
7.3 2201126
6 0
