vote_average revenue
6.7 0
4.2 71368
5.6 0
6.8 0
5.9 50236831
5.3 0
5.9 0
5.9 0
5.3 0
6.5 0
6.3 0
5 0
6.2 0
6.2 0
5.2 0
5.8 16668552
5.8 0
5.8 0
6.2 0
5.5 18137661
6 106683817
5.5 0
5.3 13145977
5.3 0
7.3 7830611
6.4 0
5.6 28881266
4.2 2341309
5.9 0
7.5 0
6.6 0
5.3 0
5.2 0
6.5 0
7.3 763847
6.8 11439193
5.2 30626182
6.2 1422749
5.1 0
5.2 0
6.6 0
4.6 21011500
7.8 0
4.5 6841570
7.2 0
5.2 5777916
7.5 1907743
5.7 0
4.7 0
5 0
4.3 0
6.1 0
6.7 0
6.2 22200000
4.7 15240435
5.4 0
6.8 0
6.3 67308282
4.5 0
5.5 2260622
4.5 0
5.8 0
5.9 16671505
3.9 185898
5.3 0
6.3 7690013
5.6 0
6 0
4.6 21355893
5.9 0
5.2 0
5.8 0
5.8 7820688
6.3 0
4.5 0
5.9 0
6.5 0
6 0
5.5 0
6.1 16453258
4.8 0
6.4 0
7 0
4.9 0
5.4 0
5.2 8638072
5.3 0
6.9 0
5.6 0
6.2 0
7.1 3174695
6.2 305070
5.7 0
5.5 0
7.1 0
5.1 0
6.1 0
5.3 0
4.6 0
7.2 0
7.1 0
6.4 4352094
6.7 4350774
4.7 0
5 0
6.7 0
5.3 0
6.2 50021959
5.2 0
4.5 0
5.5 0
7.3 1519557910
6 132400000
7.5 1081041287
7.7 425368238
6.8 1108561013
5.9 276572938
6.9 1017003568
6.2 403170142
6.9 205738714
6.4 752215857
6.6 538983207
5.7 396600000
6.7 201585328
7.1 609016565
6.2 877244782
6.4 549368315
6.2 218340595
6.8 180274123
7 471222889
7.2 115350426
6.1 624026776
6.7 691210692
5.8 198802074
6.5 130482868
6 312573423
6 376141306
5.6 245527149
7.6 33400000
7 232324128
6 234989584
6.1 167221571
6.5 66486080
6.9 306941670
6.9 196114570
5.8 355692760
5.4 1353868
6.2 40346186
5.5 112265139
6.1 8106475
7.6 0
6.3 348840316
7.6 68263166
5.6 0
6.5 41037742
5.5 303025485
5.8 0
6.5 0
5.9 0
7 441809770
5.4 183018522
6 284139100
6.5 47042000
6.1 829000000
6.5 132820716
5.5 33372606
5.5 301000000
6.6 140470746
6.5 145000000
6.3 81272766
6.7 358375603
6.7 77712439
6.1 73100172
7.1 48126384
6.4 68929150
6.6 275293450
5.7 79700000
5.9 179379533
5.5 8135031
6.8 99357138
6.5 100000000
6.1 63100000
7.2 81071
6.4 746921274
8 0
6.7 53676580
6 18100189
6 29657751
5.9 59418613
5.1 2106557
4.9 0
7 0
5.3 68267862
6.4 118338361
6.8 28258060
5.5 0
5.6 53909751
5.5 88058786
5.8 32204030
5.2 24159934
6.1 127730736
6.5 81491068
5.6 58058367
6.2 208076205
6.2 47000000
6.1 0
5.7 6294161
7.1 0
6.4 161772375
6.2 46221189
6.6 19422261
6.5 24719215
5.1 8303261
4.9 0
5.8 31081
6.7 3428048
6.6 12434778
4.2 8493728
6.2 23570541
5.8 85446075
5.1 52302796
5.7 37930465
4.8 16863583
6.2 0
5.9 35485056
6.4 1969193
5.5 104907746
 0
 
5.3 44806783
6.1 13551174
4.9 54819301
5.6 114281051
5.1 0
5.6 587615
5.1 15608545
6.3 6483963
5.2 0
5.7 89237
5.8 22044277
6.1 0
4.9 0
5.5 0
6.7 0
5.5 73244881
4.8 18112929
4.4 3003
5.6 1065881
5.6 0
5.2 30353232
5.2 36893721
6.2 59520298
4.9 1576687
6.5 51854875
6.9 9128263
4.8 0
6.6 107139399
5.7 8138788
5.9 77112176
6.2 0
6 258656
4.1 0
6.8 9622846
6.1 50365377
5 0
5.7 0
5.4 11417362
5.4 0
4.7 1165882
4.5 0
6.1 31083599
5.3 11947954
6.3 0
5.3 41863726
7.4 0
6.3 9138338
5.5 0
6.2 9636289
7.2 0
5.2 5310554
4.9 0
6.3 13231461
5.5 0
5.3 0
6.9 0
5.3 142817992
6.8 18295
5.6 8784318
5.7 1663931
5.1 1402307
5.5 0
3.3 8139
5.7 0
5.4 30668
6.3 0
4.6 0
5.7 0
5.8 0
8.3 0
7.1 0
5.6 0
5.8 1243961
7.5 0
5.6 0
5.7 0
4.9 0
5.3 0
5.9 119772232
5.1 0
5.8 100345
5.2 8887603
4.5 101758490
5.4 0
6.3 0
5.8 6842058
4.9 432274
5.6 0
6.3 0
5.9 0
6.5 0
6 3346265
4.2 0
6.6 96070507
5 0
5.4 14400000
4.6 0
5.6 0
5.8 0
5.6 0
5.3 0
6.7 0
4.9 0
5.5 66351
5.5 0
5.9 0
6.1 0
5.9 34153101
6 61782
6.3 319285
5.9 0
5.6 0
5.8 19633027
5.5 3010
4.9 0
4.1 0
6.6 21107746
4.7 0
6.4 0
4.5 0
5.4 45250
5.8 0
6 0
6.7 641100
5.1 0
5.7 4636169
6.7 4007792
7.5 0
6 0
5 0
7 0
6.5 0
4.9 0
4.7 2521
5.1 0
5.5 0
4.4 9627492
6.5 0
4.7 0
6.5 0
4 0
5.5 0
4.6 0
3.7 0
4.8 0
5.4 0
5.3 1653792
6.8 0
6.3 1005700
4.8 0
6.7 3325038
4.9 0
5.1 0
5.2 0
5.7 0
6.6 0
4.1 0
4.8 6063556
5.5 0
7.4 0
3.3 0
5.2 0
4.1 0
5.6 0
2.9 0
6 0
6.1 0
7 0
5.8 0
3.1 0
5.7 0
4.8 0
6.4 0
6.4 0
5.2 0
5.6 0
4.7 0
6.1 0
4.7 0
5.5 0
5.4 0
6.2 0
4 0
6.1 0
5.5 0
5.5 0
6.2 0
6.5 704
6.3 0
5.7 1081
5.9 1938
5.5 0
4.9 252603
5.6 0
6.4 0
6.2 0
7 0
6.7 30
7.1 102388
5.6 0
6.3 0
6 0
5.6 419953
6.4 3094813
4.4 525
3.5 0
3.1 0
4.8 0
5.9 0
5.2 0
5.8 0
5.5 0
3.9 0
6.5 0
6.5 1697294
7.3 0
3.6 0
5.2 24995
6.1 0
5.7 0
5.9 0
5.9 0
4.1 0
5.6 0
6.7 0
5.3 0
6 22930
7.4 0
5.6 5750
6.1 376597
3.4 0
5.5 0
5.2 0
6.2 0
5 0
3.8 0
6.8 717205
5.6 240159255
6.6 0
3 0
4.2 0
5.9 0
6.4 6508
6.8 0
5 0
6.3 0
7.1 0
7.1 2750275
5.3 0
5.8 0
5.9 0
6.5 0
4.6 0
6.2 0
6.2 0
6.5 288312
6 0
5.6 0
4.1 0
6.6 19450000
5.2 0
5.3 120680
5 0
4.2 0
6.2 0
7.3 0
5.7 0
5.1 0
5.3 0
4.5 0
5.3 0
5.6 0
5.9 0
6.4 0
6 0
6 0
6.2 0
4.9 0
5.9 0
5.7 0
6.6 0
5 884100
6 0
5.5 0
5.6 0
4.6 14752
5.2 0
6.3 0
5.3 540152
7.7 1328467
7.3 181107
7.5 0
5.9 0
4.9 0
5 0
3 0
5.4 0
4.6 0
5.9 24637469
6.9 7034007
4.9 0
6.2 0
5.4 0
6.4 1562546
6.1 0
4.7 0
4 0
6.1 1775316
5.3 0
6.9 0
6.1 0
4.7 14567
7.1 11620000
4.5 0
7.9 0
2.4 0
6 0
4.8 0
3.1 0
7.8 0
4.6 0
5.2 0
5.8 0
5.9 0
4.1 0
8.3 0
3.6 0
7.4 0
6.6 0
5.3 0
5.4 0
5.4 539896
5.4 610792
6.6 0
5.8 0
4.2 0
5.7 0
7.1 0
5.2 0
7.5 0
6.9 0
3.6 0
4.7 0
6 0
5.7 0
6.9 0
4.4 0
5.1 0
6.7 0
5.8 0
6.2 0
5.7 0
5.8 0
5.3 1000000
6.4 0
7 0
6.6 0
5.4 0
6.6 0
4 0
6.1 0
5 0
7.5 0
4.8 0
5.2 95000
5.7 0
4.9 0
4.8 0
3.9 0
5.2 0
4.2 0
7.5 0
5.3 0
3.6 0
5.7 0
5.2 0
4.4 0
6.8 0
6.8 0
5.1 0
7.5 0
2.2 73706
6.3 0
5.8 0
4.7 0
6.3 0
7.1 0
5.9 0
5.6 0
6.8 3903479
3.7 0
3.6 0
4.1 0
6 0
6.4 0
7.4 0
7.1 0
6.1 0
5.8 0
5.2 0
5.4 0
8.1 0
4 0
6.5 0
2 0
7.9 0
6.3 0
4.2 0
6.2 278000
5.3 0
7.7 0
4.7 33400000
7 0
6.6 0
6.6 0
5.9 0
6.8 714544
7.3 0
5.9 0
6.9 279735
6.5 0
5.6 0
6.3 0
5.5 0
6.2 0
6.5 32726956
4.5 0
7.2 0
7.5 0
4.6 0
6 0
6.1 1632
2.2 0
4.2 0
5 0
6.1 0
7.5 0
5.9 0
5.3 0
7.4 0
6.1 0
7.2 0
7.2 0
6 0
5.5 0
7.1 0
5.5 0
3.4 0
6.8 0
6.3 0
5 0
5.7 0
7.4 0
8 0
6.6 0
7.9 0
8.1 0
4.3 0
5.3 0
6.4 0
5.4 0
5.3 0
7.1 0
4.9 0
7.9 0
7.3 0
4.7 0
6.7 0
8.1 0
6.4 273747
7 0
7.9 1118888979
6.5 95708457
7.3 655011224
7.6 180949000
6.4 424988211
6.6 738599701
7.4 864625978
6.3 484572835
6.9 244931766
6.5 173398518
5.8 435000000
7.1 15121165
7.4 122919055
4.9 179179718
6 231449203
5.6 179265204
6.6 176070171
5.6 135680000
7.3 119723856
6.2 76488889
6 160583018
6.8 250
6.7 121975011
5.6 220673217
6 62646763
5.7 44350926
6.6 131282949
7.1 456758981
6.3 273339556
5.5 156505388
5.9 28650575
7 90259536
6.6 212011111
6.2 0
7.4 156822020
6.6 0
5.9 195745823
5.3 74208267
5.2 245360480
6.1 98185582
5.7 0
6.6 87055349
6.2 177371441
5.9 88323487
5.8 116643346
6.4 85632458
5.2 124914842
5.4 0
5 0
6 110230332
6.3 26288320
5.1 19480739
5.7 96269812
5.3 259175788
6.2 266728738
5.1 182290266
5.8 19322135
5.8 141591324
7 60427839
5.9 90426405
4.3 0
6 107071655
5.9 101191884
5.8 190212113
6.5 173013509
6.7 0
6.4 0
5.3 0
6.6 4601043
5.7 114908830
5.9 56489558
7 0
5.5 68514844
6 42792561
6.3 80916492
6.5 0
6.1 236350661
5.3 15614000
6.4 0
6.3 0
5.7 0
5.5 0
6.8 68296293
5.3 101564935
6.4 0
6.8 0
5.7 164433867
6.7 65565672
6.4 148336445
6 55495563
5.4 63102666
5.8 55534455
5.1 75715436
5.9 0
5.8 6585516
5 0
4.8 197011982
6 20298207
4.8 11560806
5.7 119940815
5.8 34234008
6.5 16942795
6.2 0
5.2 12991996
4.6 0
5.3 30553394
6.8 80154140
5.9 0
5.5 0
4.5 0
6.8 60378584
4.7 23
5 0
5.3 132675402
6.2 0
3.8 7266209
5.8 12923936
6.1 0
6.4 2
4.2 39267515
6.3 31466789
5.6 50097949
7.1 0
4.8 0
6.4 343816
4.7 0
6.2 37095657
5.6 742898
6.6 0
7.2 38955598
6.1 0
7.1 10012022
6.8 7897645
3.4 13818181
6.7 41400000
4.9 0
6.3 0
7.2 0
5.8 16829545
5.3 17432163
4.7 0
7.1 52277485
5.9 2500000
5.3 21384035
5.3 0
7.3 0
6.3 0
6.4 0
4.8 51142659
6.2 22441323
5.4 0
6.6 0
6.5 18750246
4.6 0
6.6 0
5.6 0
6 0
6.4 819939
7.4 8679814
5.7 0
5.3 30238577
5.1 0
5.5 4856298
5.4 0
4.4 0
5.9 0
5.5 20440627
5.3 0
5.2 0
7.6 0
6.1 0
5 0
6.1 0
6.7 0
4.3 0
5.3 0
5.9 0
5.8 0
5.5 0
6.5 96542059
6.5 0
6.4 460978
6.7 9726954
6.6 0
5.2 3031801
7.4 3117985
4.9 58795814
5.2 0
6.3 0
5.8 23510601
6.2 0
6.5 0
6.8 0
6.7 17040871
6.7 6003587
6.7 0
6.3 0
4.8 0
5.8 0
4.8 33828318
5.1 0
5.8 0
7.3 0
5.7 0
4.8 0
7.2 0
5 0
6.3 0
5.2 0
5.9 0
4.5 0
7.1 4500000
6.4 0
6.8 5
6.5 0
4.9 2281585
4.9 0
6.9 0
6.3 0
6.2 0
6.5 0
6.4 0
4.2 0
6 0
6.5 0
4.9 0
7.5 13885802
6.7 1569918
6.3 0
5.3 0
5.9 0
5.6 0
5.9 0
4.4 0
5.4 0
6.7 214948780
5.4 0
6.4 2466444
5.7 0
5 0
5.5 0
5.5 0
6.1 0
4.9 1628154
6.7 0
6.1 0
5 15368897
3.5 4922166
6.3 0
4.8 569217
4.5 0
4.3 0
5.5 0
6.4 0
4.9 0
6.5 0
7.2 0
7.2 0
5.6 10000000
4.3 0
8 7808524
5.7 0
6 0
6.3 0
4.5 0
5.3 0
7.6 0
6.9 0
5 0
5.5 0
7.2 0
7.4 0
4.4 0
4.8 0
6.1 0
4.6 0
4.6 0
6.8 0
7.1 0
7.2 0
4.9 0
5.5 0
7.3 1845034188
7 252712101
6.7 589390539
7.3 12532777
7.1 263920180
4.4 238207122
6.3 0
5.9 333011068
7.7 225933435
7.1 39673162
5.9 162000000
7.3 109423648
6.2 26673242
7.2 139804348
5.2 79082515
6.3 67683989
6.5 121214377
6.4 257850122
6.5 224012234
6.7 245676146
7.2 41954997
5.5 125586134
6.9 152944660
4.7 136885767
6.7 12021272
5.5 178127760
4.4 164508066
7.5 126216940
6 172363301
6.2 181000000
5.9 0
6.9 171120329
6.9 1060056
6.5 45916769
5 0
6 159330280
6.9 28084357
4.4 0
5.1 177977226
6 118063304
6.4 136982834
6.1 315156409
5.2 0
6.6 64256513
7 314178011
6.5 50159144
6.9 131457682
6.3 299288605
7.3 43101594
7.3 3675201
5.3 10541523
5.1 0
6.2 0
5.8 0
6.3 251212670
5.8 140807547
5.8 0
5.8 25804707
6.5 43312294
6.1 60527873
6.2 50068310
6.1 36400360
6.6 6682098
5.9 0
5.3 25480490
6.4 5716080
6 29481428
5 87840042
5.5 0
6.7 501818
7.1 5684789
6.1 17626234
6 48169156
5.7 33956608
5.3 0
6 0
6.4 1179002
6.3 0
6.3 0
6.9 0
7.8 0
6.4 0
4.9 0
5.1 0
5 16000000
4.3 0
6.1 122417389
6.4 3263585
6.5 0
4.3 0
5.4 0
6.5 44862187
6.8 0
6.9 60000000
5.2 100000000
6.3 8038061
3.2 0
5.3 23144499
5.9 29235353
6.1 0
6.1 0
7.1 3566637
5 0
3.9 51376861
5.4 0
5.3 31987563
6.8 0
7.1 0
6.4 0
5.4 15738769
5.8 31611225
6.2 0
4.6 17979739
5.5 0
5.8 0
6.2 273644
6.1 0
6.5 13801755
5.3 11466088
6.3 0
5 0
6.1 0
5.5 9381260
4.3 1686429
5.3 0
6.8 0
6 0
6.6 41230799
6.6 0
5.8 0
6.5 0
5.7 4000000
6.5 0
5.2 44332015
6 791830
5.6 0
5.9 34673095
5.3 0
5.3 0
6.8 0
5.4 0
6 11838218
5.9 27354
7.1 0
5.6 0
6.4 0
6 0
6.3 0
6 0
6.4 25105255
7.5 0
6 0
5.8 0
5.2 0
4.4 0
5.3 26570463
6.6 74000000
5.5 0
5 6330054
6 13130349
6.1 229074524
5.7 6482195
3.4 7240837
7.1 310724
5.6 20060051
6.4 5790448
5.1 0
5.8 0
6.5 0
5.2 0
6.6 0
6.4 29456000
5.2 0
6.2 0
4.9 0
5.3 0
4.7 4529843
5.7 0
5.5 0
5.7 0
6.5 5926128
5.2 0
7 0
6.7 0
7 861789
5.6 0
5.6 0
6 0
6.1 0
6.9 1334786
4.9 0
7.5 1274219009
7.4 716392705
6.8 479765000
6.9 1215439994
7.3 117698894
7.4 847423452
7.9 392000694
6.7 407602906
6.3 286168572
7.6 958400000
6.5 662845518
7.8 47351251
7 970761885
7.4 467365246
7.9 187000000
6.2 98337295
7.4 318000141
7.2 351040419
6.6 2227167
6.5 286140700
5.2 304654182
5.8 89328627
7 743559607
6.7 531865000
7 188133322
6.6 125537191
6.9 269994119
6.6 131940411
7.7 87100449
7.7 90247624
5.4 371876278
7.1 32935319
6.2 161025640
5.9 174578751
7.8 122126687
6.6 0
6.8 251171807
6.4 116980662
5.9 0
5.7 224803475
5.8 150962475
7.8 0
6.2 90565421
6.4 268426634
7.4 149295601
6.7 10285896
7.8 55198285
5.3 61648500
6.3 0
5.7 219788712
5 31724284
5.6 104810
6.6 68572378
6.3 97542952
6.4 134402450
6.1 36894225
6.5 0
7.3 76586316
6.7 35485608
5.9 246984278
6 362000072
6.8 585178928
6.4 43058898
6.7 122915111
5.8 82394288
7.7 95000000
4.9 71009334
6.4 205366737
7.2 63464861
5.6 21819348
5.6 1456675
7.8 1600000
5.5 197687603
5.5 62616646
5.2 9489829
6.7 7847000
6.1 51164106
6.2 126041322
6.1 151831537
5.6 46216641
5.1 243843127
7.2 0
6.6 158674180
7.3 112544580
6.3 29000000
6.2 44030246
6 89289910
6.1 105200903
5.6 173965010
5.7 0
6.3 12077441
6.7 0
6.5 6108720
5.4 47241945
6.8 6854611
6.4 24261569
6 173649015
5.2 0
5.6 491868548
6.1 282570682
5.7 8352885
6.1 86175291
5.4 0
5.7 5750401
6 63327201
6 4861022
6.6 20275812
6 146497771
5.2 0
7.2 57284237
5.4 18000000
4.3 0
7.2 115922175
4.4 32438988
5.7 48065672
5.8 74597643
6 44907260
7.1 16505460
5.5 0
5.2 15008161
6.8 97594140
6.1 0
5.3 0
6.2 7800000
5.3 19145732
5 3639345
6.6 15600000
6.4 248384621
6.8 0
6.9 97505481
5.6 1021398
5.1 0
5.1 0
5.4 28234657
5.5 60141683
5.3 10337387
6.3 63372757
5.6 16971
4.9 0
7.7 19255873
5.2 27437881
6.9 21587700
6.5 0
5.7 0
6.2 318982
6.6 22309223
5.7 19701164
6.1 343341
5.7 0
6 0
5 126546518
7.8 0
6.6 0
5.3 74918
5.5 9747
5.5 60052138
6.2 5496951
5.5 347434178
6 5867686
6.8 95020213
6 1585582
5.2 0
7.1 23198652
5.6 8555008
5.2 6399
5.8 2415472
6.4 415440673
5.7 42930462
5.8 110000000
7.3 17654912
6.2 0
4.6 78378744
5.8 2681345
6.1 64065
4.5 0
7.1 102617
5.6 2054941
5.8 22456509
5.9 523511
6.1 0
5.2 0
6.8 74188937
7.1 4069826
3.3 0
5 0
5.7 0
5.7 21833
6.6 3346257
6.5 1162635
8 0
6.6 0
7.4 0
6.5 11650
7.1 11176469
7.1 0
5.5 175705
5.3 86362372
6.1 0
5.8 0
4.7 0
5.5 0
5.8 0
6 35931410
6 25174316
6.4 2963902
5.7 0
5.6 13785015
5.6 0
5.2 0
5.2 39881
6.7 34664
6.4 0
5.3 0
5.6 0
4.8 1189612
5.9 809
6.4 0
5.5 0
7.2 17385830
7.4 0
5.6 0
6.1 10900434
6.4 15400000
5.6 3566225
6.3 0
6.3 0
6.7 0
5.8 0
6.6 788679850
5.1 0
5 0
5 0
6 0
4.3 0
5.9 16549477
6.7 0
5.2 0
5.8 0
5.7 0
6.5 444098
5.7 18074539
2.6 0
4.7 10000000
5.6 0
5.1 3302463
7.4 0
4.3 0
4.3 641
5.6 6420
7.2 0
7 0
5.8 27187375
4.6 30283
6.7 0
5.5 18642
5.7 0
4.7 0
6.2 7018189
5.5 0
5.2 0
3 0
4.9 0
5.3 4187
7.5 0
5.8 0
5.6 0
6.2 0
3.9 0
5.5 81381
5.9 0
6.8 0
5.9 1234254
7.3 0
4.3 0
4.7 0
5.4 9221
4.2 0
6.4 2225098
5.3 0
6 0
5.6 0
5.8 1031243
5.7 6147
5.4 0
6.4 0
5.2 0
5.9 0
5.8 0
4.8 0
5.6 0
6.2 455815
5.4 1034589
5.4 0
5.2 0
4.7 0
5 0
6.9 0
5.4 0
5 11294
5 0
5.6 9630444
7.1 0
7.6 0
7 0
5.3 0
6.6 7972967
5.2 0
4.8 0
4.5 0
6.7 2915767
6.1 18662027
6.3 0
4.8 0
6.5 25288872
7.1 0
5.5 19613
6 0
4 0
5.4 0
6.6 2159041
7.1 32230907
5.4 0
6.8 0
5.8 0
6.3 2401510
6.2 40400
5.1 0
5.4 0
7 71625195
3.5 0
6.4 0
5.6 0
5.7 0
6.3 0
6.2 15000
6.3 0
5.5 0
4.4 0
5.4 0
6.2 0
5.5 0
6.5 0
5.3 0
5.7 0
5 0
3.3 0
6.4 0
4.5 21660
7.2 383294
5.3 0
6.7 9494789
5.5 0
6.8 180590
4.4 56825
4 0
7.1 125
6.6 519535
6.2 0
5.3 0
5.3 0
4.2 0
5.5 0
6.1 0
5.9 122
3.5 0
5.8 350006
6.8 0
4.7 9195
6.1 0
4.4 0
6.4 0
7.2 0
5.1 0
6 0
6.1 0
7.9 0
6.7 7965
5.7 8326
5.6 0
5.7 0
5.6 0
4.9 0
4.5 0
6 0
7.9 0
4.3 0
7.5 0
5.5 0
5 0
5.1 0
5.8 653651
4.2 0
5 0
6.7 0
5.8 0
5.5 0
3.7 0
5.1 0
5.6 0
6 0
4.7 0
4.6 0
4.3 0
5 0
6.3 0
8.1 0
6.7 0
6.4 0
8.5 0
4.9 0
6.5 0
4.5 15179302
3.2 228
7.1 0
5.1 0
7.5 1066471
5 0
6 0
6.5 27330000
5.3 0
7.5 0
4.4 0
2.9 0
4.6 0
7.4 100129872
6.2 0
7 0
6.2 0
4.9 0
5.6 0
6.5 11
6.2 0
5.3 0
6.1 0
6.1 0
7 0
7.9 0
7.4 0
5 21766271
7.1 0
5.4 35022
4.7 0
6 0
6.6 0
7 0
4.9 0
5.2 0
4 0
6.4 0
6.2 0
6.7 0
3.8 0
5.9 0
6.4 1359910
6.5 0
5.2 0
4 0
6 0
6.9 0
5.7 0
7.8 0
5.8 32846
5.5 0
4.8 0
5.6 0
5.3 0
5.7 0
7.1 0
7 0
6.1 0
4.7 0
4.1 0
6.8 0
4.8 0
5.4 0
8 0
7.1 0
5.7 0
6.1 0
6 0
4.3 0
5 10501938
5.4 0
3.8 0
7.2 0
4.8 0
5.9 466088
4.4 0
6.5 135039
6.6 0
5.2 0
5.9 0
8 0
5.9 0
4.5 0
4.9 0
6.1 4793
7.3 0
5.6 0
5.8 52164
6.7 0
8.4 0
5.7 0
4.8 0
4.7 0
5.9 0
5.9 0
4.4 0
3.1 0
4.9 0
4.6 1675381
2.8 0
6.9 0
5.3 0
6.6 0
4.4 0
5.3 0
3.6 0
2.9 0
5.7 0
7 0
4.4 0
5.5 0
4.2 0
4.8 0
6.5 0
5.2 0
3.5 0
5.7 0
3.9 0
2.9 0
5.5 0
4.8 0
7.8 0
6.1 0
6 602042
6.2 0
6.9 0
2.4 0
4.6 0
5.6 0
5 0
6.6 0
5 0
4 0
4.9 0
5.4 0
4.9 0
7.1 0
6.1 0
7.6 0
5.6 0
4.5 0
6 0
6 0
6.6 0
3.4 0
6.8 0
7.3 0
5.8 0
4.8 0
5.2 0
6.8 0
7.5 0
8.4 0
6.8 0
5.8 0
7.9 0
3.8 0
5.9 0
5.5 0
7.1 0
7.1 0
7.1 0
6.1 0
5.2 0
6.6 342000
7.1 0
3.3 0
5.9 0
6.6 0
5.4 0
5.8 0
7.7 0
7.3 0
4 0
6.9 0
5.3 0
6.5 2861020
5.3 97
6 0
4.2 0
7.1 0
6.1 0
7.5 0
5.2 0
6.5 0
6.3 0
6.7 0
3.9 0
5.8 0
6.2 0
7.3 0
6.1 0
6.1 0
5.4 0
4.7 0
7.3 0
7.1 0
5.8 0
4.9 0
6.8 0
6.4 0
5.3 0
6.9 0
6.1 0
4.6 0
5 0
4.7 0
6.1 44000000
6.2 0
5.9 0
5.5 0
4.9 0
4.4 0
4.2 0
5.8 0
5.9 0
6.5 0
7.5 0
6.2 0
6.2 0
4.6 0
7 0
6 37884
5 0
4.1 0
6 729043
6.7 0
4.1 0
6.9 0
6.6 0
6.1 0
5.5 68129518
3.6 0
7.8 0
5.7 0
4.4 0
6.6 0
7.5 0
7.4 0
5.8 0
7.2 0
4.9 0
7.4 137460
2.2 0
7.8 0
5.6 0
6.1 0
7.8 381109762
7.6 51525171
6.6 18432000
5.8 36230219
5.8 152427960
6.3 15502112
7.2 61389680
5.7 29999213
6.2 300400432
6.7 128499205
6.6 300473716
7.4 0
6.2 21288692
7.5 146292009
6.3 57500000
4.9 238227
7.1 14237000
6.7 68706993
7.4 24467000
6.5 85313124
6.1 7840873
6.8 24922237
5.9 49364621
5.4 55600000
5.2 6948633
6.7 34000000
7.1 14643997
5.2 21930418
5.9 23717291
6.1 20345361
6.4 0
5.8 0
6.7 0
6.3 38934048
6.8 41410568
7 10631333
7.1 42400000
6.6 0
6.1 96773200
5.8 0
6.9 2023414
4.4 20518905
5.2 0
6.8 13000000
6.5 0
5.8 0
5.4 0
5.8 331816
7 10609321
6.5 40940662
6.3 26657534
6.9 10297601
5.6 0
5.3 0
6.6 14202899
6 0
6.5 45833132
4.5 0
6.7 12303411
7.1 0
6.2 0
5.6 0
6.3 0
5.5 0
5.6 0
5.7 37803872
6.6 0
5.4 0
6.4 8800000
5.3 0
6.4 0
6.2 27400000
7.1 24689703
5.6 0
6.2 8692426
6.6 7936012
6.2 2135577
5.1 0
6.3 0
5.8 42160849
6 11137801
4.4 0
5.6 4122748
6.6 0
6.3 502758
4.7 0
5.8 14393902
5.5 10000000
5.3 1400000
7.9 0
6.8 17307019
6.8 25754284
5.7 0
5.8 0
6.1 9873044
8.3 0
6.4 0
4.3 12918858
6.1 6700000
6.1 0
6 0
6.5 8622757
6.2 2451545
5.9 0
5 10755447
7.1 0
5.6 0
5.5 0
5.8 0
7.3 895921036
7.3 374218673
6.5 748806957
7.6 132511035
7.1 158733820
6.5 474968763
7 850000000
6.6 104478416
6.4 162949164
6.4 532680671
5.6 330579719
6.5 230427240
6.3 285176741
5.3 52304001
5.8 113006880
5.9 591739379
7.1 162242962
6.2 109449237
5.6 314432665
6.3 368100420
6.1 85167639
5.5 0
6.1 122489822
6.4 211643158
5.7 154749918
6.4 550000000
5.3 95226116
5.9 44434439
7.6 121147947
7.2 178043761
5.9 260696994
5.9 0
4.8 71073932
6.3 39053061
6.5 478207520
7 3154346
5.8 142400065
6.9 24127895
5.9 64321501
5 56681566
5.2 161451538
7 117195061
6.6 192452832
5.2 88933562
5 0
6.6 21126225
6.4 96889998
6.8 0
7.3 38869464
6.2 152925093
6.5 102854431
5.2 66002004
6 52034889
6.4 0
6.6 92374674
5.7 80578934
7.1 15785148
7 108539911
7.1 85306374
6 51053787
6.2 122644820
4.9 131426169
5.9 83073883
5.2 0
4.9 55987321
5.7 50817508
5.8 129181830
5.7 50451307
6 58405313
6.1 7535331
6.2 162944923
5.4 105316267
6.9 18618284
6 77944725
5.2 110803676
6.7 130358911
6.2 144216468
7.1 24793509
4.8 22400154
6 94000000
3.9 0
6.2 57479076
6.6 42093706
6.3 91974818
6.3 10289
5.1 93772522
6.4 54600000
7.3 76669806
6.7 60740827
6 108047131
5.9 202026112
6.5 50871113
5.5 16809014
5.4 68915888
6.5 18564702
5.9 30526509
6 5967038
6 223387299
5.9 35294470
5.7 0
6.7 45742101
5.7 12482775
6.2 0
5.8 27762648
5.8 46770602
5.3 0
5.8 658573
7 186438883
6.2 0
6.5 42886719
6.5 46442528
5.8 56070433
6.5 866999
5 19294901
6.4 8342132
5.8 27645491
6.2 190320568
6 18637690
5.4 97918663
4.8 5989640
5.7 0
4.4 0
4.2 46201432
5 76932943
6.2 47175038
3.8 2405420
7.1 0
6.8 0
6.2 37691644
5.5 0
5.6 119269486
6 17297244
6.7 49084830
5.3 19478106
6.7 82466670
6.7 2455831
6.8 7022209
5.3 68766121
6.5 10166502
6.1 22944502
6 0
5.1 0
5.1 36351350
5.2 12382362
6.3 0
4.3 69425966
5.9 0
7 15431177
7 1117920
5.6 0
5 0
6.7 12036149
4.3 0
4.4 0
5.4 10047674
6.5 27610873
5.5 91196419
6.7 0
6.8 3919254
4.6 251495
7 0
6.1 30536013
6.9 674918
5 0
5.8 86369815
5.6 381420
6.1 57891803
5.8 0
5.5 40442437
