ngan sach : 114 - Doanh thu : 6700000 - Ty le :58771.9 - Ten phim : Into the Night
ngan sach : 93 - Doanh thu : 2500000 - Ty le :26881.7 - Ten phim : From Prada to Nada
ngan sach : 15000 - Doanh thu : 193355800 - Ty le :12890.4 - Ten phim : Paranormal Activity
ngan sach : 25000 - Doanh thu : 248000000 - Ty le :9920 - Ten phim : The Blair Witch Project
ngan sach : 1 - Doanh thu : 1378 - Ty le :1378 - Ten phim :  Love, Wedding, Marriage 
ngan sach : 10000 - Doanh thu : 7000000 - Ty le :700 - Ten phim : Eraserhead
ngan sach : 12000 - Doanh thu : 6000000 - Ty le :500 - Ten phim : Pink Flamingos
ngan sach : 65000 - Doanh thu : 28575078 - Ty le :439.617 - Ten phim : Super Size Me
ngan sach : 100000 - Doanh thu : 42664410 - Ty le :426.644 - Ten phim : The Gallows
ngan sach : 130000 - Doanh thu : 54667954 - Ty le :420.523 - Ten phim : Open Water
